,CROPS,TYPE_OF_CROP,SOIL,SOIL_PH_LOW,SOIL_PH_HIGH,CROPDURATION_MIN,CROPDURATION_MAX,MIN_TEMP,MAX_TEMP,WATER_REQUIRED_MIN,WATER_REQUIRED_MAX,RELATIVE_HUMIDITY_MIN,RELATIVE_HUMIDITY_MAX
3357,fodder cholam,cereals,Rich red loamy soil,4,5,907.5557173,438.3092665,5,16,1758.305947,1996.891322,16,18
3358,fodder cholam,cereals,Sandy Loam,4,5,28.70423747,69.31980393,5,16,491.4350739,2173.543031,16,18
3359,fodder cholam,cereals,Loamy soil,4,5,387.2858943,355.4130155,5,16,385.0821661,2015.719709,16,18
3360,fodder cholam,cereals,deep loam soils,4,5,480.5613226,330.3168523,5,16,691.2450913,1245.96613,16,18
3361,fodder cholam,cereals,sandy soils to heavy cotton soils,4,5,146.4884281,794.403122,5,16,1184.197036,478.0927438,16,18
3362,fodder cholam,cereals,LoamySandy,4,5,296.4744994,221.7508041,5,16,1386.238681,561.7413374,16,18
3363,fodder cholam,cereals,Loamy soil,4,5,181.6044341,350.565966,5,16,1734.263099,2259.39709,16,18
3364,fodder cholam,cereals,Sandy loam,4,5,56.31458472,822.8484962,5,16,1210.831519,1547.032077,16,18
3365,fodder cholam,cereals," black soils, (ii) red soils and (iii) alluvial soils.",4,5,293.3277857,465.4921508,5,16,721.8938354,1630.743721,16,18
3366,fodder cholam,cereals,well-drained loamy soils,4,5,250.198346,294.1080239,5,16,675.4418083,881.2610481,16,18
3367,fodder cholam,cereals, light to heavy soils ,4,5,470.2893906,840.8641164,5,16,1217.724949,591.3262909,16,18
3368,fodder cholam,cereals,deep loam soils,4,5,100.5189514,516.777262,5,16,1400.332034,404.5785165,16,18
3369,fodder cholam,cereals,Well Drained,4,5,208.8535867,325.3243469,5,16,1412.758182,1865.948443,16,18
3370,fodder cholam,cereals,LoamySandy,4,5,478.7337483,327.0055467,5,16,1682.792957,1496.610233,16,18
3371,fodder cholam,cereals,LoamySandy,4,5,874.8864555,448.8473623,5,16,1108.43829,1975.835793,16,18
3372,fodder cholam,cereals,Well grained deep loamy moist and alluviual soil,4,5,281.006348,116.1787779,5,16,774.9949335,2320.059253,16,18
3373,fodder cholam,cereals,Silt Loam to loamy,4,5,438.4808864,714.3157318,5,16,1708.976482,2049.262986,16,18
3374,fodder cholam,cereals, light to heavy soils ,4,5,762.0485859,255.2171863,5,16,803.2259149,977.7492836,16,18
3375,fodder cholam,cereals,"alluvial,loamy ",4,5,450.5959813,334.8379192,5,16,418.5916819,1536.796831,16,18
3376,fodder cholam,cereals,Loamy Soil,4,5,333.7501791,576.0892447,5,16,573.1978896,1232.48493,16,18
3377,fodder cholam,cereals,Red lateritic loam,4,5,751.2488247,651.9341195,5,16,599.767972,2378.929178,16,18
3378,fodder cholam,cereals,temperate podzols to the leached red soils of the tropics. ,4,5,601.5267792,537.5752587,5,16,1055.982745,957.4779341,16,18
3379,fodder cholam,cereals,Well-drained sandy loam or sandy clay loam soil ,4,5,554.1903174,26.54764552,5,16,1138.47582,1121.132683,16,18
3380,fodder cholam,cereals,Well drained sandy loam and clayey loam soils ,4,5,800.2692926,95.36961011,5,16,1008.851239,1416.026581,16,18
3381,fodder cholam,cereals,Well drained sandy loam and clayey loam soils ,4,5,669.3544759,696.3291984,5,16,963.5849936,1894.506814,16,18
3382,fodder cholam,cereals,Sandy,4,5,420.2199861,799.3585407,5,16,1565.112123,780.3417216,16,18
3383,fodder cholam,cereals," black soils, (ii) red soils and (iii) alluvial soils.",4,5,809.8098252,838.7699763,5,16,609.9164654,907.0474653,16,18
3384,fodder cholam,cereals,Well grained deep loamy moist and alluviual soil,4,5,385.9370396,187.9805923,5,16,1270.411254,680.9494477,16,18
3385,fodder cholam,cereals,sandy loam to clays of black cotton soils,4,5,918.8362026,419.6418424,5,16,916.1865424,1846.767553,16,18
3386,fodder cholam,cereals,wide range of soils,4,5,446.1636779,953.7807951,5,16,605.6079227,2024.327296,16,18
3387,fodder cholam,cereals,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,4,5,574.345784,827.9210822,5,16,1082.153886,1573.480595,16,18
3388,fodder cholam,cereals,Red lateritic loam,4,5,584.1348518,442.573759,5,16,1046.833987,2071.325846,16,18
3389,fodder cholam,cereals,light or sandy loam soil,4,5,687.7079236,583.6220702,5,16,1639.658548,972.2780659,16,18
3390,fodder cholam,cereals,light or sandy loam soil,4,5,700.6980938,477.2913387,5,16,1051.02507,534.128514,16,18
3391,fodder cholam,cereals,"red, black, sandy, loamy and shallow black soils.",4,5,195.5183188,142.7931005,5,16,718.681327,1626.11136,16,18
3392,fodder cholam,cereals,Sandy loam,4,5,941.1405544,411.3824729,5,16,349.5729386,2220.193741,16,18
3393,fodder cholam,cereals,Well drained loamy soil,4,5,80.36699713,242.7126387,5,16,1067.502474,1509.072276,16,18
3394,fodder cholam,cereals,LoamySandy,4,5,80.32939703,829.6114532,5,16,1866.329851,2109.684827,16,18
3395,fodder cholam,cereals,well-drained sandy loams or sandy soils ,4,5,118.5986152,447.4105366,5,16,511.548189,1948.306887,16,18
3396,fodder cholam,cereals,Well drained loamy soil,4,5,332.7677897,683.0325307,5,16,1871.396017,481.8032341,16,18
3397,fodder cholam,cereals,clay-based soil,4,5,884.9592244,37.23348515,5,16,534.8782245,627.7543369,16,18
3398,fodder cholam,cereals,"Well-drained, Loamy Soil",4,5,162.5548434,921.8434949,5,16,385.4592323,1886.299093,16,18
3399,fodder cholam,cereals,"red, black, sandy, loamy and shallow black soils.",4,5,297.5342156,550.471962,5,16,698.9543663,1066.198047,16,18
3400,fodder cholam,cereals,Sandy loam,4,5,652.1638183,441.7261073,5,16,1213.203821,1181.561605,16,18
3401,fodder cholam,cereals,well-drained soil,4,5,500.0083747,639.2253293,5,16,1074.995438,2267.769839,16,18
3402,fodder cholam,cereals,Well drained loamy soil,4,5,859.4794797,702.9200397,5,16,1748.939091,851.5475059,16,18
3403,fodder cholam,cereals,Well-drained sandy loam or sandy clay loam soil ,4,5,349.6792336,878.7433474,5,16,964.7736471,908.7713354,16,18
3404,fodder cholam,cereals,"alluvial,loamy ",4,5,853.2154777,480.5007938,5,16,390.0568877,536.0412637,16,18
3405,fodder cumbu,cereals,"clay, clay loam, or sandy loam soils",4,5,861.17809,50.20366725,5,16,615.7305153,1899.795606,16,18
3406,fodder cumbu,cereals,"Well-drained, Loamy Soil",4,5,701.6255813,179.8181068,5,16,398.0938177,714.0980869,16,18
3407,fodder cumbu,cereals, Any Loamy,4,5,625.9940008,586.5321773,5,16,621.1009286,1364.312445,16,18
3408,fodder cumbu,cereals,LoamySandy,4,5,355.6730406,475.0716947,5,16,756.5686489,1131.818288,16,18
3409,fodder cumbu,cereals,Well Drained,4,5,806.2612275,643.3747323,5,16,1629.284993,727.0372982,16,18
3410,fodder cumbu,cereals,Well-drained sandy loam or sandy clay loam soil ,4,5,471.7168601,574.5965526,5,16,806.8138357,1516.334798,16,18
3411,fodder cumbu,cereals,"Well-drained, Loamy Soil",4,5,83.99426503,145.3253834,5,16,891.8351335,2297.538682,16,18
3412,fodder cumbu,cereals,Silt Loam to loamy,4,5,547.1730423,695.1162466,5,16,1072.104305,478.7500737,16,18
3413,fodder cumbu,cereals,LoamySandy,4,5,205.4125859,641.6372749,5,16,478.0022805,1996.817672,16,18
3414,fodder cumbu,cereals,all types of friable soil,4,5,796.3101994,573.1495848,5,16,656.020461,1810.205058,16,18
3415,fodder cumbu,cereals," black soils, (ii) red soils and (iii) alluvial soils.",4,5,46.42493408,296.1124032,5,16,579.7313442,1177.210794,16,18
3416,fodder cumbu,cereals,Silt Loam to loamy,4,5,113.3283479,296.6409977,5,16,951.0810495,2087.677931,16,18
3417,fodder cumbu,cereals,all types of friable soil,4,5,449.3497425,960.7161285,5,16,1229.990687,1926.106487,16,18
3418,fodder cumbu,cereals,Well grained deep loamy moist and alluviual soil,4,5,888.8555139,258.5509503,5,16,1521.160673,1268.597143,16,18
3419,fodder cumbu,cereals,"Well-drained, Loamy Soil",4,5,720.5067025,476.2690301,5,16,1316.416898,1492.828955,16,18
3420,fodder cumbu,cereals,sandy soils to heavy cotton soils,4,5,360.4717645,286.6903405,5,16,392.4320582,1620.434735,16,18
3421,fodder cumbu,cereals,medium to heavy black soil,4,5,253.0478123,520.0375823,5,16,1474.622138,864.2137214,16,18
3422,fodder cumbu,cereals,medium to heavy black soil,4,5,725.9852834,702.0841765,5,16,810.0634475,671.8546487,16,18
3423,fodder cumbu,cereals,Silt Loam to loamy,4,5,157.8546575,606.7692408,5,16,1875.83271,1659.053253,16,18
3424,fodder cumbu,cereals,deep loam soils,4,5,527.1337197,126.7362013,5,16,982.0150935,2322.102033,16,18
3425,fodder cumbu,cereals,deep loam soils,4,5,242.0415967,939.3995249,5,16,1702.43156,1664.508815,16,18
3426,fodder cumbu,cereals,Sandy Loam,4,5,211.9329349,508.0033733,5,16,626.1368127,2172.052146,16,18
3427,fodder cumbu,cereals," black soils, (ii) red soils and (iii) alluvial soils.",4,5,843.2015363,621.5655895,5,16,463.3097144,1952.199473,16,18
3428,fodder cumbu,cereals,medium to heavy black soil,4,5,317.0700056,725.8239044,5,16,1546.883395,551.9453619,16,18
3429,fodder cumbu,cereals,Red sandy loam,4,5,713.5519966,345.2460395,5,16,1607.423454,1422.468542,16,18
3430,fodder cumbu,cereals,Well drained loamy soil,4,5,639.8531533,868.0648146,5,16,546.0930149,701.9429393,16,18
3431,fodder cumbu,cereals,sandy loam to clays of black cotton soils,4,5,179.329038,273.7121048,5,16,1743.677285,2181.232455,16,18
3432,fodder cumbu,cereals,clay-based soil,4,5,275.533464,273.9660986,5,16,885.6134182,897.2392234,16,18
3433,fodder cumbu,cereals,LoamySandy,4,5,636.8684906,73.1625909,5,16,541.1868156,501.5225979,16,18
3434,fodder cumbu,cereals,Well Drained,4,5,786.1310483,459.3207732,5,16,1022.857118,698.033727,16,18
3435,fodder cumbu,cereals,Red sandy loam,4,5,723.1076988,799.6790208,5,16,556.5430677,1629.60958,16,18
3436,fodder cumbu,cereals,medium to heavy black soil,4,5,951.863332,237.5573077,5,16,1133.487047,2167.311238,16,18
3437,fodder cumbu,cereals,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,4,5,904.2379613,874.147072,5,16,1287.703208,1657.815503,16,18
3438,fodder cumbu,cereals,sandy loam to clays of black cotton soils,4,5,190.5581032,407.3656519,5,16,387.4093359,1313.761219,16,18
3439,fodder cumbu,cereals,Red lateritic loam,4,5,594.7780357,611.5481739,5,16,1826.270055,499.6938145,16,18
3440,fodder cumbu,cereals,Silt Loam to loamy,4,5,266.0629128,151.8060773,5,16,512.7258272,743.3213734,16,18
3441,fodder cumbu,cereals,temperate podzols to the leached red soils of the tropics. ,4,5,470.1861155,66.58328767,5,16,815.1929461,984.0686397,16,18
3442,fodder cumbu,cereals,wide range of soils,4,5,322.8002722,850.8617132,5,16,1360.3575,619.0356731,16,18
3443,fodder cumbu,cereals,Well grained deep loamy moist and alluviual soil,4,5,158.0021577,619.2417938,5,16,921.5010632,1152.343904,16,18
3444,fodder cumbu,cereals,Alluvia or loamy and clayey soil,4,5,917.2783252,761.5984505,5,16,1678.732612,1787.057173,16,18
3445,fodder cumbu,cereals,Rich red loamy soil,4,5,427.0608504,358.4382817,5,16,1171.150016,631.0201309,16,18
3446,fodder cumbu,cereals,Rich red loamy soil,4,5,513.0705862,462.1260437,5,16,1428.74734,470.4133604,16,18
3447,fodder cumbu,cereals,"clay, clay loam, or sandy loam soils",4,5,504.1500278,423.8663414,5,16,1565.976502,1596.83847,16,18
3448,fodder cumbu,cereals,Loamy,4,5,479.5933561,37.71069625,5,16,1115.746418,2298.194393,16,18
3449,fodder cumbu,cereals,Loamy soil,4,5,523.9456921,112.1232524,5,16,846.3599484,1798.870216,16,18
3450,fodder cumbu,cereals,Well drained loamy soil,4,5,450.952021,950.2217017,5,16,973.4810318,629.3838321,16,18
3451,fodder cumbu,cereals,Sandy,4,5,853.9789608,881.9084839,5,16,1258.819079,826.5634431,16,18
3452,fodder cumbu,cereals,deep loam soils,4,5,389.3128877,214.6087042,5,16,1509.774264,682.0775812,16,18
3453,fodder cumbu,cereals,Sandy and Clay Loam,4,5,561.1681152,507.2295508,5,16,1045.264164,861.9994411,16,18
3454,fodder cumbu,cereals,"Well-drained, Loamy Soil",4,5,617.4632285,453.7192741,5,16,525.9507603,856.8612694,16,18
3455,fodder cumbu,cereals,Red sandy loam,4,5,92.78290985,546.6786514,5,16,618.7045025,2160.673497,16,18
3456,fodder cumbu,cereals,all types of friable soil,4,5,870.3289098,709.8677099,5,16,985.839444,1093.591935,16,18
3457,fodder cumbu,cereals,sandy soils to heavy cotton soils,4,5,765.6433562,491.7071715,5,16,1007.559056,447.6859703,16,18
3458,fodder cumbu,cereals,sandy soils to heavy cotton soils,4,5,517.4260727,138.6648203,5,16,1509.966302,1198.304773,16,18
3459,fodder cumbu,cereals," black soils, (ii) red soils and (iii) alluvial soils.",4,5,789.0233175,586.2632632,5,16,1308.277299,844.7114426,16,18
3460,fodder cumbu,cereals,wide range of soils,4,5,440.9801477,883.9039554,5,16,1459.866516,871.0089557,16,18
3461,fodder cumbu,cereals,Loamy soil/ Lateritic soil,4,5,348.9155702,847.1224274,5,16,1438.785488,629.5332647,16,18
3462,fodder cumbu,cereals,light or sandy loam soil,4,5,767.8884865,241.1269728,5,16,1749.245794,523.7571125,16,18
3463,fodder cumbu,cereals, Any Loamy,4,5,747.1491886,310.1902351,5,16,1732.77012,2059.230367,16,18
3464,fodder cumbu,cereals,"Well-drained, Loamy Soil",4,5,318.6189883,204.2197578,5,16,1496.707227,599.8108704,16,18
3465,fodder cumbu,cereals, light to heavy soils ,4,5,938.9627963,628.2733389,5,16,858.082206,806.7033588,16,18
3466,fodder cumbu,cereals,Loamy soil/ Lateritic soil,4,5,185.8308802,577.8276551,5,16,727.1136651,946.3719638,16,18
3467,fodder cumbu,cereals,Silt Loam to loamy,4,5,96.15738056,715.947355,5,16,720.7720658,1652.666902,16,18
3468,fodder cumbu,cereals,Well Drained,4,5,896.9263913,215.703926,5,16,361.7854431,1333.749382,16,18
3469,fodder cumbu,cereals," black soils, (ii) red soils and (iii) alluvial soils.",4,5,173.9672239,523.0179912,5,16,1690.943918,2143.171319,16,18
3470,fodder cumbu,cereals,medium to heavy black soil,4,5,647.6539696,928.1229556,5,16,833.6089645,701.8438366,16,18
3471,fodder cumbu,cereals,"Well-drained, Loamy Soil",4,5,322.5160715,497.8593171,5,16,617.2077685,1646.354134,16,18
3472,fodder cumbu,cereals, Any Loamy,4,5,55.78208145,661.526654,5,16,431.2835565,1126.247597,16,18
3473,fodder cumbu,cereals, Any Loamy,4,5,820.4770683,836.2524137,5,16,1108.290237,449.3131931,16,18
3474,fodder cumbu,cereals,well-drained sandy loams or sandy soils ,4,5,402.0986293,485.4391206,5,16,1276.099112,1039.261656,16,18
3475,fodder cumbu,cereals,Red sandy loam,4,5,798.6579351,567.643411,5,16,1275.002638,1821.852765,16,18
3476,fodder cumbu,cereals,Sandy,4,5,619.2846821,677.4348437,5,16,1854.404058,1230.824709,16,18
3477,fodder cumbu,cereals,Alluvia or loamy and clayey soil,4,5,706.3631312,301.4104888,5,16,357.0377943,717.5932177,16,18
3478,fodder cumbu,cereals,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,4,5,525.6955974,948.674468,5,16,1101.067928,1838.216667,16,18
3479,fodder cumbu,cereals,sandy loam to clays of black cotton soils,4,5,163.6493156,523.0590777,5,16,1467.309032,1593.05014,16,18
3480,fodder cumbu,cereals,"Well-drained, Loamy Soil",4,5,540.3332151,282.9709029,5,16,597.1390161,2273.930701,16,18
3481,fodder cumbu,cereals,wide range of soils,4,5,683.0426253,265.1346217,5,16,944.568325,1791.920185,16,18
3482,fodder cumbu,cereals,clay-based soil,4,5,527.853548,456.5924133,5,16,1281.111524,949.9801111,16,18
3483,fodder cumbu,cereals,well-drained loamy soils,4,5,558.6999158,779.5697083,5,16,1589.584428,1088.186832,16,18
3484,fodder cumbu,cereals,Red lateritic loam,4,5,102.4991417,714.7928612,5,16,797.6733749,1042.997156,16,18
3485,fodder cumbu,cereals,Loamy soil,4,5,684.9827745,632.0229631,5,16,1314.467317,1414.472221,16,18
3486,fodder cumbu,cereals,well-drained loamy soils,4,5,223.2143988,942.581384,5,16,960.2649335,1428.131519,16,18
3487,fodder cumbu,cereals,well-drained loamy soils,4,5,300.9156003,240.0512768,5,16,899.702158,1913.866113,16,18
3488,fodder cumbu,cereals,Loamy,4,5,94.99216999,278.7666909,5,16,1541.959356,1541.857697,16,18
3489,fodder cumbu,cereals,Sandy and Clay Loam,4,5,701.2430746,67.25240595,5,16,891.4099386,1167.73065,16,18
3490,fodder cumbu,cereals,Red lateritic loam,4,5,499.2273254,469.918252,5,16,1073.175618,1274.809276,16,18
3491,fodder cumbu,cereals,Red lateritic loam,4,5,373.3560525,217.0987205,5,16,418.4396858,803.1657794,16,18
3492,fodder cumbu,cereals,clay-based soil,4,5,364.5360246,909.9080502,5,16,1258.228962,425.5114834,16,18
3493,fodder cumbu,cereals,clay-based soil,4,5,661.9510896,49.90384872,5,16,1388.743251,1038.655347,16,18
3494,fodder cumbu,cereals,Well Drained,4,5,827.6327662,250.2580282,5,16,1032.710088,1226.028328,16,18
3495,fodder cumbu,cereals,medium to heavy black soil,4,5,460.3034313,828.1699925,5,16,1480.948937,1701.178965,16,18
3496,fodder cumbu,cereals,Alluvia or loamy and clayey soil,4,5,474.9604275,887.4741581,5,16,1228.782981,1117.501216,16,18
3497,fodder cumbu,cereals,LoamySandy,4,5,884.6282114,64.16389593,5,16,1171.163794,596.5461996,16,18
3498,fodder cumbu,cereals,Loamy soil/ Lateritic soil,4,5,630.4677339,818.7901288,5,16,1113.510805,1804.350878,16,18
3499,fodder cumbu,cereals, Any Loamy,4,5,711.7807318,553.1985201,5,16,862.1504166,740.071371,16,18
3500,fodder cumbu,cereals,deep loam soils,4,5,66.09671251,401.1419127,5,16,416.8107064,965.6244423,16,18
3501,fodder cumbu,cereals,well-drained soil,4,5,791.785519,885.5192329,5,16,902.6537494,1671.323265,16,18
3502,fodder cumbu,cereals,medium to heavy black soil,4,5,544.8348889,835.3863089,5,16,528.5698408,925.9039183,16,18
3503,fodder cumbu,cereals,Well-drained sandy loam or sandy clay loam soil ,4,5,927.8732259,724.6785766,5,16,1722.255425,500.6392161,16,18
3504,fodder cumbu,cereals,Well drained loamy soil,4,5,276.5905373,199.1971791,5,16,1873.851114,1923.585882,16,18
3505,fodder maize,cereals,well-drained soil,4,5,429.8391908,571.1091765,5,16,1648.042479,2269.708109,16,18
3506,fodder maize,cereals,Well Drained,4,5,351.3078103,373.2568183,5,16,1319.953051,1879.37311,16,18
3507,fodder maize,cereals,Well grained deep loamy moist and alluviual soil,4,5,280.3085076,792.9952356,5,16,1797.604265,774.7293595,16,18
3508,fodder maize,cereals,Silt Loam to loamy,4,5,481.109126,25.63169541,5,16,1031.029789,706.210726,16,18
3509,fodder maize,cereals,Rich red loamy soil,4,5,40.52991383,653.6700897,5,16,1806.301228,470.4843182,16,18
3510,fodder maize,cereals,Silt Loam to loamy,4,5,441.3394014,498.4613655,5,16,1256.638896,1199.460473,16,18
3511,fodder maize,cereals,"alluvial,loamy ",4,5,237.5833556,884.3185155,5,16,1073.909441,777.598112,16,18
3512,fodder maize,cereals,Red lateritic loam,4,5,289.3295648,545.4346606,5,16,1551.396912,457.8552353,16,18
3513,fodder maize,cereals,Sandy and Clay Loam,4,5,796.2929864,673.3737697,5,16,504.81886,494.1631454,16,18
3514,fodder maize,cereals,"alluvial,loamy ",4,5,607.4263723,312.5649427,5,16,1435.787829,2216.426446,16,18
3515,fodder maize,cereals,all types of friable soil,4,5,164.7408101,334.6223685,5,16,828.4674103,1689.822347,16,18
3516,fodder maize,cereals, Any Loamy,4,5,537.7899145,214.5612782,5,16,1423.890619,741.606564,16,18
3517,fodder maize,cereals,sandy soils to heavy cotton soils,4,5,134.8690992,375.2034402,5,16,1320.143736,828.204939,16,18
3518,fodder maize,cereals,"clay, clay loam, or sandy loam soils",4,5,55.58869586,324.3827201,5,16,1144.030536,1171.608924,16,18
3519,fodder maize,cereals,Well Drained,4,5,89.75207411,372.7328872,5,16,1273.030117,1946.401013,16,18
3520,fodder maize,cereals,Well grained deep loamy moist and alluviual soil,4,5,319.5995579,345.4041366,5,16,1397.635189,2046.045636,16,18
3521,fodder maize,cereals,Loamy soil/ Lateritic soil,4,5,795.7526583,128.4464814,5,16,1034.056956,1947.648001,16,18
3522,fodder maize,cereals,LoamySandy,4,5,237.160427,805.989325,5,16,1242.015795,1673.835537,16,18
3523,fodder maize,cereals,clay-based soil,4,5,913.5843441,315.3404923,5,16,859.0768682,2207.963732,16,18
3524,fodder maize,cereals,Loamy soil/ Lateritic soil,4,5,168.0675687,445.1384387,5,16,609.6870046,1773.993224,16,18
3525,fodder maize,cereals,"alluvial,loamy ",4,5,34.07038847,33.67147927,5,16,690.2896834,1700.852353,16,18
3526,fodder maize,cereals,sandy soils to heavy cotton soils,4,5,827.8433434,665.9431628,5,16,608.9828762,805.8192693,16,18
3527,fodder maize,cereals,medium to heavy black soil,4,5,185.6682717,815.9297595,5,16,1842.028153,1652.455601,16,18
3528,fodder maize,cereals,Sandy and Clay Loam,4,5,311.7027882,327.5811377,5,16,777.3231345,2263.507944,16,18
3529,fodder maize,cereals,"alluvial,loamy ",4,5,433.8363091,255.8688607,5,16,1822.806695,2257.460203,16,18
3530,fodder maize,cereals,Well drained sandy loam and clayey loam soils ,4,5,883.603561,253.4253544,5,16,420.9905738,1428.578733,16,18
3531,fodder maize,cereals,sandy soils to heavy cotton soils,4,5,474.2684707,245.1851058,5,16,1790.79075,1640.95998,16,18
3532,fodder maize,cereals,"red, black, sandy, loamy and shallow black soils.",4,5,610.4072152,266.496925,5,16,1096.890587,2324.34362,16,18
3533,fodder maize,cereals,Silt Loam to loamy,4,5,915.2998336,862.7904092,5,16,1100.418176,1726.107124,16,18
3534,fodder maize,cereals,well-drained sandy loams or sandy soils ,4,5,435.2432771,601.129416,5,16,802.2855122,2119.841452,16,18
3535,fodder maize,cereals,sandy loam to clays of black cotton soils,4,5,580.4058229,555.707419,5,16,848.2114305,1040.089148,16,18
3536,fodder maize,cereals,deep loam soils,4,5,447.8091726,814.3351704,5,16,563.0471715,2333.78849,16,18
3537,fodder maize,cereals,Well grained deep loamy moist and alluviual soil,4,5,230.2737193,742.5354461,5,16,710.0413916,1059.744046,16,18
3538,fodder maize,cereals, Any Loamy,4,5,667.6694852,69.1299293,5,16,566.849337,2217.255695,16,18
3539,fodder maize,cereals,deep loam soils,4,5,407.5906017,197.9407587,5,16,1633.299157,1444.941628,16,18
3540,fodder maize,cereals,Loamy Soil,4,5,386.3813961,383.0392665,5,16,1496.420086,2101.167628,16,18
3541,fodder maize,cereals,well-drained soil,4,5,924.8196281,908.9993695,5,16,1798.78526,1131.361819,16,18
3542,fodder maize,cereals,Well drained loamy soil,4,5,919.6274884,742.03286,5,16,838.0973834,1992.72415,16,18
3543,fodder maize,cereals,clay-based soil,4,5,307.9009413,348.6378358,5,16,891.3229557,821.6955628,16,18
3544,fodder maize,cereals,Red lateritic loam,4,5,427.2753235,268.4014595,5,16,487.3714476,1574.623821,16,18
3545,fodder maize,cereals, light to heavy soils ,4,5,437.6947328,547.9898638,5,16,831.8060255,1393.940546,16,18
3546,fodder maize,cereals, well-drained sandy loams or sandy soils ,4,5,896.5713509,88.79608579,5,16,448.1431706,1311.463414,16,18
3547,fodder maize,cereals,Loamy soil,4,5,700.2286479,678.4783704,5,16,1232.213792,1330.788425,16,18
3548,fodder maize,cereals,Well drained loamy soil,4,5,575.9786509,199.928499,5,16,453.5048559,1521.802765,16,18
3549,fodder maize,cereals,sandy loam to clays of black cotton soils,4,5,484.0940337,271.052512,5,16,819.0587874,1742.506962,16,18
3550,fodder maize,cereals,Loamy Soil,4,5,455.6819141,118.8578583,5,16,987.1385129,1475.490965,16,18
3551,fodder maize,cereals,Sandy Loam,4,5,871.9112167,109.7487508,5,16,1721.502647,447.7580177,16,18
3552,fodder maize,cereals,Loamy Soil,4,5,760.5114444,70.70365847,5,16,1394.823893,1007.463889,16,18
3553,fodder maize,cereals,Well-drained sandy loam or sandy clay loam soil ,4,5,240.9598265,272.2422769,5,16,771.1772957,1615.24442,16,18
3554,fodder maize,cereals,Well Drained,4,5,63.90408416,450.7794613,5,16,1135.913558,638.9514777,16,18
3555,fodder maize,cereals, Any Loamy,4,5,817.0793828,164.1379169,5,16,1273.006077,2156.415137,16,18
3556,fodder maize,cereals,Loamy soil/ Lateritic soil,4,5,764.7991274,882.8627501,5,16,1851.640994,1191.385403,16,18
3557,fodder maize,cereals,sandy soils to heavy cotton soils,4,5,69.81976817,264.5518965,5,16,704.5042943,1405.080836,16,18
3558,fodder maize,cereals, well-drained sandy loams or sandy soils ,4,5,715.4310934,838.298284,5,16,981.0141257,2046.482676,16,18
3559,fodder maize,cereals,well-drained soil,4,5,491.0133958,704.2819986,5,16,1084.319765,476.0460949,16,18
3560,fodder maize,cereals,"Well-drained, Loamy Soil",4,5,831.5517299,67.38812317,5,16,842.3053203,1784.694951,16,18
3561,fodder maize,cereals,Well grained deep loamy moist and alluviual soil,4,5,488.2188212,90.57373075,5,16,624.7514357,1161.810897,16,18
3562,fodder maize,cereals,LoamySandy,4,5,813.3633183,449.8583607,5,16,1444.145934,1519.381709,16,18
3563,fodder maize,cereals,sandy soils to heavy cotton soils,4,5,794.1594559,138.5853161,5,16,966.5500281,1768.521956,16,18
3564,fodder maize,cereals,medium to heavy black soil,4,5,696.9076308,154.6387066,5,16,1496.259778,1028.525064,16,18
3565,fodder maize,cereals,Sandy,4,5,45.61973949,677.6490042,5,16,1454.831534,1208.691062,16,18
3566,fodder maize,cereals,well-drained soil,4,5,151.3710626,501.550017,5,16,1337.529751,619.4902392,16,18
3567,fodder maize,cereals,temperate podzols to the leached red soils of the tropics. ,4,5,831.4588835,25.12258087,5,16,379.2788463,1435.755949,16,18
3568,fodder maize,cereals,Loamy Soil,4,5,595.4709297,463.9315806,5,16,1556.099236,1505.058712,16,18
3569,fodder maize,cereals,all types of friable soil,4,5,646.3839567,599.5069768,5,16,362.2758065,1521.133093,16,18
3570,fodder maize,cereals,"clay, clay loam, or sandy loam soils",4,5,379.1862071,117.7359312,5,16,1002.282679,730.3476518,16,18
3571,fodder maize,cereals,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,4,5,92.19868895,723.6385434,5,16,632.7639714,1776.816837,16,18
3572,fodder maize,cereals,deep loam soils,4,5,217.192706,722.0115449,5,16,595.8921437,652.5234016,16,18
3573,fodder maize,cereals,light or sandy loam soil,4,5,886.8479958,545.9769582,5,16,1093.677878,652.1483522,16,18
3574,fodder maize,cereals,sandy loam to clays of black cotton soils,4,5,327.3460937,749.1840414,5,16,1621.300784,1912.618267,16,18
3575,fodder maize,cereals,"Loams, silt loams, clay loams, or silty clay loams",4,5,859.9573104,959.8796882,5,16,1663.184146,460.8262695,16,18
3576,fodder maize,cereals,Sandy,4,5,195.1010117,300.8507934,5,16,933.4314514,1133.182982,16,18
3577,fodder maize,cereals,wide range of soils,4,5,917.1019446,391.7759858,5,16,411.3652176,1286.497764,16,18
3578,fodder maize,cereals,Silt Loam to loamy,4,5,648.8337747,817.5644488,5,16,433.9926834,1147.572607,16,18
3579,fodder maize,cereals,Red sandy loam,4,5,873.7760793,520.75109,5,16,1850.389582,2086.45866,16,18
