,CROPS,TYPE_OF_CROP,SOIL,SOIL_PH,CROP_DURATION,TEMP,WATER_SOURCE,WATER_REQUIRED,RELATIVE_HUMIDITY
261,tomato,vegetables,Sandy loam,7.1,105,21.25,"irrigated,rainfall",689,75.41
262,tomato,vegetables,Sandy loam,7.0,106,25.86,"irrigated,rainfall",697,83.01
263,tomato,vegetables,Sandy loam,6.6,107,18.16,"irrigated,rainfall",653,76.62
264,tomato,vegetables,Sandy loam,7.2,124,26.97,"irrigated,rainfall",634,79.18
265,tomato,vegetables,Sandy loam,7.2,111,27.04,"irrigated,rainfall",696,83.18
266,tomato,vegetables,Sandy loam,7.2,117,26.84,"irrigated,rainfall",686,81.86
267,tomato,vegetables,Sandy loam,7.1,99,28.23,"irrigated,rainfall",642,80.39
268,tomato,vegetables,Sandy loam,7.1,136,21.02,"irrigated,rainfall",617,75.84
269,tomato,vegetables,Sandy loam,7.2,111,20.06,"irrigated,rainfall",687,75.29
270,onion,vegetables, Any Loamy,6.2,109,23.86,"irrigated,rainfall",547,77.47
271,onion,vegetables, Any Loamy,6.4,102,24.77,"irrigated,rainfall",515,84.53
272,onion,vegetables, Any Loamy,6.3,111,21.44,"irrigated,rainfall",354,77.32
273,onion,vegetables, Any Loamy,5.9,107,20.42,"irrigated,rainfall",475,81.77
274,onion,vegetables, Any Loamy,5.9,112,24.22,"irrigated,rainfall",423,76.79
275,onion,vegetables, Any Loamy,6.3,108,21.48,"irrigated,rainfall",363,77.3
276,onion,vegetables, Any Loamy,5.9,110,22.59,"irrigated,rainfall",534,81.25
277,onion,vegetables, Any Loamy,6.4,114,24.9,"irrigated,rainfall",417,78.09
278,onion,vegetables, Any Loamy,6.2,107,21.53,"irrigated,rainfall",443,79.56
279,onion,vegetables, Any Loamy,6.3,104,23.32,"irrigated,rainfall",434,83.38
280,chillies,vegetables,Loamy soil/ Lateritic soil,6.3,120,25.31,"irrigated,rainfall",500,83.21
281,chillies,vegetables,Loamy soil/ Lateritic soil,6.8,120,23.67,"irrigated,rainfall",500,77.82
282,chillies,vegetables,Loamy soil/ Lateritic soil,6.3,120,27.67,"irrigated,rainfall",500,76.07
283,chillies,vegetables,Loamy soil/ Lateritic soil,6.1,120,27.01,"irrigated,rainfall",500,84.61
284,chillies,vegetables,Loamy soil/ Lateritic soil,6.6,120,28.04,"irrigated,rainfall",500,83.97
285,chillies,vegetables,Loamy soil/ Lateritic soil,6.7,120,24.62,"irrigated,rainfall",500,81.18
286,chillies,vegetables,Loamy soil/ Lateritic soil,6.5,120,23.91,"irrigated,rainfall",500,84.58
287,chillies,vegetables,Loamy soil/ Lateritic soil,6.4,120,25.8,"irrigated,rainfall",500,84.87
288,chillies,vegetables,Loamy soil/ Lateritic soil,6.5,120,28.25,"irrigated,rainfall",500,84.87
289,chillies,vegetables,Loamy soil/ Lateritic soil,6.7,120,23.27,"irrigated,rainfall",500,75.44
290,Cabbage,colecrops,LoamySandy,6.1,95,21.39,irrigated,406,97.71
291,Cabbage,colecrops,LoamySandy,6.1,173,11.74,irrigated,392,92.89
292,Cabbage,colecrops,LoamySandy,6.4,91,26.21,irrigated,473,91.54
293,Cabbage,colecrops,LoamySandy,6.0,175,19.04,irrigated,486,91.78
294,Cabbage,colecrops,LoamySandy,6.3,166,25.1,irrigated,490,93.46
295,Cabbage,colecrops,LoamySandy,6.2,117,22.37,irrigated,381,92.84
296,Cabbage,colecrops,LoamySandy,6.1,115,12.97,irrigated,409,95.03
297,Cabbage,colecrops,LoamySandy,6.1,101,11.94,irrigated,404,94.05
298,Cabbage,colecrops,LoamySandy,6.3,90,15.4,irrigated,408,93.0
299,Cabbage,colecrops,LoamySandy,6.1,81,12.1,irrigated,482,90.11
300,bhendi,vegetables,Loamy soil/ Lateritic soil,6.6,64,25.84,"irrigated,rainfall",1412,99.83
301,bhendi,vegetables,Loamy soil/ Lateritic soil,6.2,55,25.88,"irrigated,rainfall",1258,97.0
302,bhendi,vegetables,Loamy soil/ Lateritic soil,6.6,60,26.99,"irrigated,rainfall",1463,95.89
303,bhendi,vegetables,Loamy soil/ Lateritic soil,6.2,62,24.17,"irrigated,rainfall",1668,99.67
304,bhendi,vegetables,Loamy soil/ Lateritic soil,6.7,60,26.85,"irrigated,rainfall",1871,98.84
305,bhendi,vegetables,Loamy soil/ Lateritic soil,6.3,63,25.42,"irrigated,rainfall",1847,98.3
306,bhendi,vegetables,Loamy soil/ Lateritic soil,6.1,65,24.72,"irrigated,rainfall",1286,99.03
307,bhendi,vegetables,Loamy soil/ Lateritic soil,6.2,63,24.81,"irrigated,rainfall",1452,97.45
308,bhendi,vegetables,Loamy soil/ Lateritic soil,6.0,63,24.68,"irrigated,rainfall",1946,98.27
309,bhendi,vegetables,Loamy soil/ Lateritic soil,6.7,65,26.82,"irrigated,rainfall",1696,97.86
310,brinjal,vegetables,Loamy soil/ Lateritic soil,6.9,111,27.11,"irrigated,rainfall",1196,90.0
311,brinjal,vegetables,Loamy soil/ Lateritic soil,7.1,111,22.11,"irrigated,rainfall",1183,90.0
312,brinjal,vegetables,Loamy soil/ Lateritic soil,6.9,111,24.54,"irrigated,rainfall",959,90.0
313,brinjal,vegetables,Loamy soil/ Lateritic soil,6.7,144,22.4,"irrigated,rainfall",1145,90.0
314,brinjal,vegetables,Loamy soil/ Lateritic soil,7.1,148,20.41,"irrigated,rainfall",918,90.0
315,brinjal,vegetables,Loamy soil/ Lateritic soil,6.6,115,28.59,"irrigated,rainfall",1130,90.0
316,brinjal,vegetables,Loamy soil/ Lateritic soil,6.8,144,26.58,"irrigated,rainfall",1063,90.0
317,brinjal,vegetables,Loamy soil/ Lateritic soil,6.8,127,29.97,"irrigated,rainfall",1084,90.0
318,brinjal,vegetables,Loamy soil/ Lateritic soil,6.2,139,27.89,"irrigated,rainfall",1127,90.0
319,brinjal,vegetables,Loamy soil/ Lateritic soil,6.2,133,23.45,"irrigated,rainfall",984,90.0
320,capsicum,vegetables,Loamy soil/ Lateritic soil,6.3,60,29.22,irrigated,868,94.15
321,capsicum,vegetables,Loamy soil/ Lateritic soil,6.8,60,18.93,irrigated,650,94.81
322,capsicum,vegetables,Loamy soil/ Lateritic soil,6.5,60,21.23,irrigated,587,93.71
323,capsicum,vegetables,Loamy soil/ Lateritic soil,6.2,60,28.56,irrigated,767,90.57
324,capsicum,vegetables,Loamy soil/ Lateritic soil,6.9,60,18.18,irrigated,922,90.76
325,capsicum,vegetables,Loamy soil/ Lateritic soil,6.1,60,27.49,irrigated,1150,92.96
326,capsicum,vegetables,Loamy soil/ Lateritic soil,7.0,60,23.09,irrigated,1131,90.83
327,capsicum,vegetables,Loamy soil/ Lateritic soil,6.7,60,17.12,irrigated,755,90.52
328,capsicum,vegetables,Loamy soil/ Lateritic soil,5.9,60,24.17,irrigated,801,93.08
329,capsicum,vegetables,Loamy soil/ Lateritic soil,5.6,60,21.36,irrigated,1017,91.95
330,pumpkin,vegetables,Loamy soil/ Lateritic soil,6.8,115,26.49,"irrigated,rainfall",1058,61.43
331,pumpkin,vegetables,Loamy soil/ Lateritic soil,6.5,118,20.28,"irrigated,rainfall",967,63.0
332,pumpkin,vegetables,Loamy soil/ Lateritic soil,6.0,115,24.53,"irrigated,rainfall",990,68.04
333,pumpkin,vegetables,Loamy soil/ Lateritic soil,6.5,120,21.62,"irrigated,rainfall",986,68.98
334,pumpkin,vegetables,Loamy soil/ Lateritic soil,6.2,116,18.33,"irrigated,rainfall",1074,68.43
335,pumpkin,vegetables,Loamy soil/ Lateritic soil,6.8,116,22.78,"irrigated,rainfall",1200,64.8
336,pumpkin,vegetables,Loamy soil/ Lateritic soil,7.0,118,20.56,"irrigated,rainfall",933,63.21
337,pumpkin,vegetables,Loamy soil/ Lateritic soil,6.5,119,23.74,"irrigated,rainfall",1191,62.9
338,pumpkin,vegetables,Loamy soil/ Lateritic soil,6.0,117,22.14,"irrigated,rainfall",1092,65.75
339,pumpkin,vegetables,Loamy soil/ Lateritic soil,6.1,119,22.15,"irrigated,rainfall",1154,62.17
340,snake gourd,vegetables,Loamy soil/ Lateritic soil,6.1,90,26.02,"irrigated,rainfall",1071,85.64
341,snake gourd,vegetables,Loamy soil/ Lateritic soil,6.0,90,25.99,"irrigated,rainfall",1178,86.4
342,snake gourd,vegetables,Loamy soil/ Lateritic soil,6.7,90,24.2,"irrigated,rainfall",1021,88.41
343,snake gourd,vegetables,Loamy soil/ Lateritic soil,6.0,90,25.0,"irrigated,rainfall",1031,86.44
344,snake gourd,vegetables,Loamy soil/ Lateritic soil,6.3,90,24.99,"irrigated,rainfall",1197,89.58
345,snake gourd,vegetables,Loamy soil/ Lateritic soil,6.5,90,19.53,"irrigated,rainfall",1059,87.79
346,snake gourd,vegetables,Loamy soil/ Lateritic soil,6.3,90,22.17,"irrigated,rainfall",1043,89.62
347,snake gourd,vegetables,Loamy soil/ Lateritic soil,6.7,90,22.31,"irrigated,rainfall",1017,85.8
348,snake gourd,vegetables,Loamy soil/ Lateritic soil,6.3,90,20.11,"irrigated,rainfall",951,89.55
349,snake gourd,vegetables,Loamy soil/ Lateritic soil,6.0,90,22.66,"irrigated,rainfall",1098,86.62
350,ribbed gourd,vegetables,Sandy Loam,7.1,125,26.16,"irrigated,rainfall",1059,82.19
351,ribbed gourd,vegetables,Sandy Loam,7.3,125,34.67,"irrigated,rainfall",1182,82.07
352,ribbed gourd,vegetables,Sandy Loam,6.7,125,28.37,"irrigated,rainfall",927,84.21
353,ribbed gourd,vegetables,Sandy Loam,6.5,125,32.33,"irrigated,rainfall",1129,83.01
354,ribbed gourd,vegetables,Sandy Loam,6.5,125,30.42,"irrigated,rainfall",919,76.38
355,ribbed gourd,vegetables,Sandy Loam,7.4,125,28.69,"irrigated,rainfall",903,82.53
356,ribbed gourd,vegetables,Sandy Loam,7.4,125,25.89,"irrigated,rainfall",976,77.95
357,ribbed gourd,vegetables,Sandy Loam,6.6,125,28.8,"irrigated,rainfall",1187,82.23
358,ribbed gourd,vegetables,Sandy Loam,6.6,125,29.04,"irrigated,rainfall",1138,77.02
359,ribbed gourd,vegetables,Sandy Loam,7.3,125,30.57,"irrigated,rainfall",1051,82.47
360,bottle gourd,vegetables,Sandy loam,6.5,120,21.85,"irrigated,rainfall",1143,81.65
361,bottle gourd,vegetables,Sandy loam,6.5,120,23.32,"irrigated,rainfall",1099,78.77
362,bottle gourd,vegetables,Sandy loam,6.6,120,21.11,"irrigated,rainfall",1066,79.48
363,bottle gourd,vegetables,Sandy loam,6.6,120,24.28,"irrigated,rainfall",1094,76.64
364,bottle gourd,vegetables,Sandy loam,6.4,120,25.42,"irrigated,rainfall",1053,80.99
365,bottle gourd,vegetables,Sandy loam,6.3,120,22.53,"irrigated,rainfall",947,83.7
366,bottle gourd,vegetables,Sandy loam,6.4,120,22.21,"irrigated,rainfall",928,84.97
367,bottle gourd,vegetables,Sandy loam,6.2,120,18.55,"irrigated,rainfall",1182,77.76
368,bottle gourd,vegetables,Sandy loam,6.4,120,25.43,"irrigated,rainfall",1160,77.09
369,bottle gourd,vegetables,Sandy loam,6.4,120,20.74,"irrigated,rainfall",1142,81.66
370,bitter gourd,vegetables,Well drained loamy soil,7.0,55,28.22,"irrigated,rainfall",906,84.76
371,bitter gourd,vegetables,Well drained loamy soil,6.8,59,27.27,"irrigated,rainfall",946,87.79
372,bitter gourd,vegetables,Well drained loamy soil,6.9,56,28.43,"irrigated,rainfall",971,85.32
373,bitter gourd,vegetables,Well drained loamy soil,7.0,59,27.74,"irrigated,rainfall",1015,89.46
374,bitter gourd,vegetables,Well drained loamy soil,6.7,58,28.01,"irrigated,rainfall",906,88.61
375,bitter gourd,vegetables,Well drained loamy soil,7.0,57,27.11,"irrigated,rainfall",1125,78.14
376,bitter gourd,vegetables,Well drained loamy soil,6.8,55,27.68,"irrigated,rainfall",1099,91.84
377,bitter gourd,vegetables,Well drained loamy soil,6.6,59,26.85,"irrigated,rainfall",920,78.02
378,bitter gourd,vegetables,Well drained loamy soil,6.8,59,29.35,"irrigated,rainfall",990,78.79
379,bitter gourd,vegetables,Well drained loamy soil,6.5,56,25.39,"irrigated,rainfall",1162,85.2
380,ash gourd,vegetables,Sandy loam,6.1,120,27.54,"irrigated,rainfall",972,58.1
381,ash gourd,vegetables,Sandy loam,6.2,120,26.79,"irrigated,rainfall",988,53.82
382,ash gourd,vegetables,Sandy loam,6.5,120,26.98,"irrigated,rainfall",1064,54.95
383,ash gourd,vegetables,Sandy loam,6.2,120,29.06,"irrigated,rainfall",1057,61.61
384,ash gourd,vegetables,Sandy loam,6.2,120,26.6,"irrigated,rainfall",1022,65.38
385,ash gourd,vegetables,Sandy loam,6.5,120,25.28,"irrigated,rainfall",1050,61.16
386,ash gourd,vegetables,Sandy loam,6.4,120,27.8,"irrigated,rainfall",1061,69.11
387,ash gourd,vegetables,Sandy loam,6.5,120,25.34,"irrigated,rainfall",1162,54.49
388,ash gourd,vegetables,Sandy loam,6.6,120,26.29,"irrigated,rainfall",1190,65.79
389,ash gourd,vegetables,Sandy loam,6.0,120,25.6,"irrigated,rainfall",1132,58.94
390,cucumber,vegetables,Loamy,6.6,120,32.13,irrigated,1347,64.57
391,cucumber,vegetables,Loamy,7.0,120,33.82,irrigated,1386,65.42
392,cucumber,vegetables,Loamy,7.2,120,27.11,irrigated,1237,69.57
393,cucumber,vegetables,Loamy,7.3,120,28.54,irrigated,1302,65.86
394,cucumber,vegetables,Loamy,6.8,120,32.38,irrigated,1422,65.25
395,cucumber,vegetables,Loamy,6.6,120,29.25,irrigated,1340,63.81
396,cucumber,vegetables,Loamy,7.4,120,33.82,irrigated,1399,65.86
397,cucumber,vegetables,Loamy,7.1,120,25.62,irrigated,1341,64.85
398,cucumber,vegetables,Loamy,6.5,120,28.68,irrigated,1203,68.84
399,cucumber,vegetables,Loamy,6.8,120,33.69,irrigated,1383,69.73
400,watermelon,vegetables,Sandy,7.2,73,26.0,irrigated,1054,81.43
401,watermelon,vegetables,Sandy,7.2,72,26.84,irrigated,1064,82.46
402,watermelon,vegetables,Sandy,7.3,84,26.85,irrigated,958,76.48
403,watermelon,vegetables,Sandy,6.5,83,24.66,irrigated,938,79.44
404,watermelon,vegetables,Sandy,7.0,83,25.85,irrigated,950,76.68
405,watermelon,vegetables,Sandy,7.4,77,26.68,irrigated,918,78.42
406,watermelon,vegetables,Sandy,7.0,70,26.08,irrigated,1018,80.61
407,watermelon,vegetables,Sandy,6.7,84,26.66,irrigated,1053,75.84
408,watermelon,vegetables,Sandy,7.3,73,24.26,irrigated,1189,78.39
409,watermelon,vegetables,Sandy,6.2,76,26.72,irrigated,1163,75.8
410,muskmelon,vegetables,Sandy Loam,7.5,96,33.83,irrigated,1018,75.43
411,muskmelon,vegetables,Sandy Loam,7.0,74,25.63,irrigated,942,76.72
412,muskmelon,vegetables,Sandy Loam,7.2,97,31.49,irrigated,957,82.64
413,muskmelon,vegetables,Sandy Loam,6.5,83,28.35,irrigated,934,82.05
414,muskmelon,vegetables,Sandy Loam,6.7,72,28.99,irrigated,1187,83.83
415,muskmelon,vegetables,Sandy Loam,7.2,72,26.77,irrigated,1083,79.43
416,muskmelon,vegetables,Sandy Loam,6.8,83,27.57,irrigated,1149,81.03
417,muskmelon,vegetables,Sandy Loam,7.4,72,32.31,irrigated,1089,81.14
418,muskmelon,vegetables,Sandy Loam,7.4,97,28.53,irrigated,1018,75.25
419,muskmelon,vegetables,Sandy Loam,7.0,93,33.25,irrigated,1142,81.17
420,tinda,vegetables,Sandy loam,7.1,70,26.47,irrigated,1037,80.1
421,tinda,vegetables,Sandy loam,7.1,70,29.61,irrigated,1018,80.06
422,tinda,vegetables,Sandy loam,7.4,70,29.49,irrigated,1137,77.93
423,tinda,vegetables,Sandy loam,6.9,70,25.98,irrigated,908,84.45
424,tinda,vegetables,Sandy loam,6.6,70,25.89,irrigated,1088,79.38
425,tinda,vegetables,Sandy loam,6.8,70,26.94,irrigated,1110,84.43
426,tinda,vegetables,Sandy loam,6.7,70,29.3,irrigated,1015,75.72
427,tinda,vegetables,Sandy loam,6.5,70,29.65,irrigated,1050,78.49
428,tinda,vegetables,Sandy loam,6.9,70,28.49,irrigated,1093,79.73
429,tinda,vegetables,Sandy loam,7.3,70,25.37,irrigated,1056,83.66
430,chowchow,vegetables,Loamy soil/ Lateritic soil,6.2,150,19.66,"irrigated,rainfall",1387,77.45
431,chowchow,vegetables,Loamy soil/ Lateritic soil,6.0,150,19.47,"irrigated,rainfall",1458,82.14
432,chowchow,vegetables,Loamy soil/ Lateritic soil,6.2,150,20.89,"irrigated,rainfall",1488,81.98
433,chowchow,vegetables,Loamy soil/ Lateritic soil,6.5,150,18.71,"irrigated,rainfall",1376,75.04
434,chowchow,vegetables,Loamy soil/ Lateritic soil,6.2,150,19.25,"irrigated,rainfall",1276,82.68
435,chowchow,vegetables,Loamy soil/ Lateritic soil,5.9,150,19.18,"irrigated,rainfall",1342,75.37
436,chowchow,vegetables,Loamy soil/ Lateritic soil,5.9,150,18.72,"irrigated,rainfall",1414,80.71
437,chowchow,vegetables,Loamy soil/ Lateritic soil,6.4,150,19.85,"irrigated,rainfall",1435,75.48
438,chowchow,vegetables,Loamy soil/ Lateritic soil,6.3,150,21.69,"irrigated,rainfall",1366,83.41
439,chowchow,vegetables,Loamy soil/ Lateritic soil,5.9,150,20.63,"irrigated,rainfall",1223,83.1
440,cluster bean,vegetables,Sandy Loam,7.8,64,23.3,"irrigated,rainfall",1199,79.23
441,cluster bean,vegetables,Sandy Loam,8.0,63,22.99,"irrigated,rainfall",1079,84.97
442,cluster bean,vegetables,Sandy Loam,8.1,65,23.62,"irrigated,rainfall",1108,76.67
443,cluster bean,vegetables,Sandy Loam,7.3,61,22.18,"irrigated,rainfall",1145,76.46
444,cluster bean,vegetables,Sandy Loam,8.2,74,21.02,"irrigated,rainfall",1046,78.26
445,cluster bean,vegetables,Sandy Loam,7.6,89,22.51,"irrigated,rainfall",1076,83.06
446,cluster bean,vegetables,Sandy Loam,7.2,62,22.76,"irrigated,rainfall",909,82.14
447,cluster bean,vegetables,Sandy Loam,7.4,73,22.41,"irrigated,rainfall",1030,76.19
448,cluster bean,vegetables,Sandy Loam,7.8,68,23.24,"irrigated,rainfall",925,79.51
449,cluster bean,vegetables,Sandy Loam,7.1,69,22.55,"irrigated,rainfall",988,83.42
450,vegetable cowpea,vegetables,Sandy loam,6.0,87,28.11,"irrigated,rainfall",1114,75.09
451,vegetable cowpea,vegetables,Sandy loam,5.9,60,20.44,"irrigated,rainfall",1165,75.07
452,vegetable cowpea,vegetables,Sandy loam,5.7,47,29.94,"irrigated,rainfall",1088,81.36
453,vegetable cowpea,vegetables,Sandy loam,5.8,55,27.19,"irrigated,rainfall",967,82.01
454,vegetable cowpea,vegetables,Sandy loam,5.7,84,28.58,"irrigated,rainfall",1116,78.87
455,vegetable cowpea,vegetables,Sandy loam,5.8,60,24.96,"irrigated,rainfall",906,78.61
456,vegetable cowpea,vegetables,Sandy loam,5.7,71,20.93,"irrigated,rainfall",964,81.01
457,vegetable cowpea,vegetables,Sandy loam,5.9,47,28.35,"irrigated,rainfall",1135,75.33
458,vegetable cowpea,vegetables,Sandy loam,5.8,60,21.3,"irrigated,rainfall",907,77.22
459,vegetable cowpea,vegetables,Sandy loam,5.8,60,20.64,"irrigated,rainfall",938,82.8
460,french bean,vegetables,Well drained loamy soil,5.7,42,15.2,"irrigated,rainfall",1056,81.86
461,french bean,vegetables,Well drained loamy soil,5.9,47,23.06,"irrigated,rainfall",1039,84.17
462,french bean,vegetables,Well drained loamy soil,5.6,40,24.74,"irrigated,rainfall",1128,75.65
463,french bean,vegetables,Well drained loamy soil,5.7,50,17.7,"irrigated,rainfall",1019,80.82
464,french bean,vegetables,Well drained loamy soil,5.8,40,11.01,"irrigated,rainfall",1132,76.25
465,french bean,vegetables,Well drained loamy soil,5.6,44,20.8,"irrigated,rainfall",1003,84.11
466,french bean,vegetables,Well drained loamy soil,5.5,43,23.12,"irrigated,rainfall",1192,75.53
467,french bean,vegetables,Well drained loamy soil,5.9,40,23.92,"irrigated,rainfall",1045,75.15
468,french bean,vegetables,Well drained loamy soil,5.5,44,12.49,"irrigated,rainfall",1048,81.61
469,french bean,vegetables,Well drained loamy soil,5.6,43,11.77,"irrigated,rainfall",935,82.07
470,peas,vegetables,Sandy loam,6.8,66,23.47,rainfed,934,89.65
471,peas,vegetables,Sandy loam,6.8,65,25.09,rainfed,1124,81.71
472,peas,vegetables,Sandy loam,7.2,62,24.96,rainfed,1155,82.34
473,peas,vegetables,Sandy loam,6.9,66,10.29,rainfed,1155,82.75
474,peas,vegetables,Sandy loam,7.4,63,10.52,rainfed,938,74.57
475,peas,vegetables,Sandy loam,7.2,65,27.14,rainfed,1101,89.81
476,peas,vegetables,Sandy loam,7.2,66,16.42,rainfed,1029,81.94
477,peas,vegetables,Sandy loam,6.8,62,24.85,rainfed,1175,89.63
478,peas,vegetables,Sandy loam,6.8,67,23.28,rainfed,1029,81.89
479,peas,vegetables,Sandy loam,7.1,63,22.54,rainfed,1012,89.78
480,annual moringa,vegetables,Sandy loam,7.5,234,30.71,"irrigated,rainfall",1125,79.7
481,annual moringa,vegetables,Sandy loam,7.4,224,30.41,"irrigated,rainfall",943,82.51
482,annual moringa,vegetables,Sandy loam,7.7,225,32.13,"irrigated,rainfall",1117,76.45
483,annual moringa,vegetables,Sandy loam,7.0,222,26.74,"irrigated,rainfall",905,77.64
484,annual moringa,vegetables,Sandy loam,7.6,230,31.1,"irrigated,rainfall",957,83.42
485,annual moringa,vegetables,Sandy loam,7.1,216,27.9,"irrigated,rainfall",900,81.11
486,annual moringa,vegetables,Sandy loam,6.5,214,30.94,"irrigated,rainfall",990,80.49
487,annual moringa,vegetables,Sandy loam,8.0,232,31.16,"irrigated,rainfall",1161,83.78
488,annual moringa,vegetables,Sandy loam,7.6,231,33.26,"irrigated,rainfall",1113,83.88
489,annual moringa,vegetables,Sandy loam,7.5,212,29.26,"irrigated,rainfall",1188,82.88
490,carrot,Root&tuber,light or sandy loam soil,6.6,75,16.11,irrigated,1000,69.39
491,carrot,Root&tuber,light or sandy loam soil,6.3,75,15.91,irrigated,1000,64.43
492,carrot,Root&tuber,light or sandy loam soil,6.7,75,17.88,irrigated,1000,60.08
493,carrot,Root&tuber,light or sandy loam soil,6.0,75,15.08,irrigated,1000,67.14
494,carrot,Root&tuber,light or sandy loam soil,6.2,75,19.67,irrigated,1000,69.05
495,carrot,Root&tuber,light or sandy loam soil,6.2,75,19.4,irrigated,1000,68.42
496,carrot,Root&tuber,light or sandy loam soil,6.3,75,18.28,irrigated,1000,68.48
497,carrot,Root&tuber,light or sandy loam soil,6.5,75,16.56,irrigated,1000,67.83
498,carrot,Root&tuber,light or sandy loam soil,6.3,75,18.97,irrigated,1000,61.13
499,carrot,Root&tuber,light or sandy loam soil,6.9,75,18.18,irrigated,1000,66.95
500,beetroot,Root&tuber,all types of friable soil,6.8,60,18.71,irrigated,1000,98.3
501,beetroot,Root&tuber,all types of friable soil,6.0,46,19.78,irrigated,1000,99.59
502,beetroot,Root&tuber,all types of friable soil,7.0,60,18.0,irrigated,1000,98.65
503,beetroot,Root&tuber,all types of friable soil,6.6,47,20.22,irrigated,1000,98.68
504,beetroot,Root&tuber,all types of friable soil,6.7,60,18.05,irrigated,1000,99.83
505,beetroot,Root&tuber,all types of friable soil,6.1,57,18.7,irrigated,1000,98.94
506,beetroot,Root&tuber,all types of friable soil,6.9,63,20.9,irrigated,1000,98.14
507,beetroot,Root&tuber,all types of friable soil,6.1,59,18.96,irrigated,1000,98.86
508,beetroot,Root&tuber,all types of friable soil,6.9,58,18.18,irrigated,1000,98.11
509,beetroot,Root&tuber,all types of friable soil,6.4,50,19.74,irrigated,1000,98.62
510,radish,Root&tuber,Well grained deep loamy moist and alluviual soil,5.7,21,16.89,irrigated,1000,96.21
511,radish,Root&tuber,Well grained deep loamy moist and alluviual soil,6.7,21,10.62,irrigated,1000,95.65
512,radish,Root&tuber,Well grained deep loamy moist and alluviual soil,6.0,21,17.81,irrigated,1000,96.14
513,radish,Root&tuber,Well grained deep loamy moist and alluviual soil,5.8,21,15.34,irrigated,1000,98.48
514,radish,Root&tuber,Well grained deep loamy moist and alluviual soil,6.7,21,10.38,irrigated,1000,96.92
515,radish,Root&tuber,Well grained deep loamy moist and alluviual soil,6.3,21,15.63,irrigated,1000,99.66
516,radish,Root&tuber,Well grained deep loamy moist and alluviual soil,5.6,21,14.63,irrigated,1000,99.49
517,radish,Root&tuber,Well grained deep loamy moist and alluviual soil,6.4,21,12.95,irrigated,1000,97.82
518,radish,Root&tuber,Well grained deep loamy moist and alluviual soil,5.5,21,17.13,irrigated,1000,99.91
519,radish,Root&tuber,Well grained deep loamy moist and alluviual soil,6.5,21,11.48,irrigated,1000,99.34
520,sweet potato,Root&tuber,well-drained soil,6.5,94,22.89,"irrigated,rainfall",1000,86.16
521,sweet potato,Root&tuber,well-drained soil,5.7,96,24.13,"irrigated,rainfall",1000,87.3
522,sweet potato,Root&tuber,well-drained soil,6.2,112,23.2,"irrigated,rainfall",1000,89.58
523,sweet potato,Root&tuber,well-drained soil,5.8,115,23.07,"irrigated,rainfall",1000,88.16
524,sweet potato,Root&tuber,well-drained soil,5.9,93,24.37,"irrigated,rainfall",1000,89.45
525,sweet potato,Root&tuber,well-drained soil,6.5,115,23.3,"irrigated,rainfall",1000,89.05
526,sweet potato,Root&tuber,well-drained soil,6.1,103,22.6,"irrigated,rainfall",1000,88.88
527,sweet potato,Root&tuber,well-drained soil,5.7,108,21.89,"irrigated,rainfall",1000,87.97
528,sweet potato,Root&tuber,well-drained soil,6.1,96,23.95,"irrigated,rainfall",1000,86.16
529,sweet potato,Root&tuber,well-drained soil,6.0,113,24.3,"irrigated,rainfall",1000,88.79
530,tapoica,Root&tuber,Red lateritic loam,6.4,284,28.35,"irrigated,rainfall",1000,50.5
531,tapoica,Root&tuber,Red lateritic loam,6.4,289,26.99,"irrigated,rainfall",1000,50.36
532,tapoica,Root&tuber,Red lateritic loam,5.7,286,26.42,"irrigated,rainfall",1000,59.41
533,tapoica,Root&tuber,Red lateritic loam,5.6,285,27.16,"irrigated,rainfall",1000,51.85
534,tapoica,Root&tuber,Red lateritic loam,5.7,294,26.19,"irrigated,rainfall",1000,57.84
535,tapoica,Root&tuber,Red lateritic loam,6.9,274,25.2,"irrigated,rainfall",1000,57.05
536,tapoica,Root&tuber,Red lateritic loam,6.1,288,28.22,"irrigated,rainfall",1000,50.84
537,tapoica,Root&tuber,Red lateritic loam,6.6,300,26.59,"irrigated,rainfall",1000,59.33
538,tapoica,Root&tuber,Red lateritic loam,6.4,299,26.54,"irrigated,rainfall",1000,59.8
539,tapoica,Root&tuber,Red lateritic loam,6.3,282,26.34,"irrigated,rainfall",1000,51.26
540,elephant foot yam,Root&tuber,Rich red loamy soil,5.6,240,33.64,"irrigated,rainfall",1201,81.12
541,elephant foot yam,Root&tuber,Rich red loamy soil,6.4,240,31.5,"irrigated,rainfall",1129,83.37
542,elephant foot yam,Root&tuber,Rich red loamy soil,5.8,240,34.78,"irrigated,rainfall",1372,82.61
543,elephant foot yam,Root&tuber,Rich red loamy soil,5.8,240,30.68,"irrigated,rainfall",1339,81.16
544,elephant foot yam,Root&tuber,Rich red loamy soil,5.7,240,26.14,"irrigated,rainfall",1044,84.35
545,elephant foot yam,Root&tuber,Rich red loamy soil,6.3,240,25.67,"irrigated,rainfall",1081,81.14
546,elephant foot yam,Root&tuber,Rich red loamy soil,5.8,240,31.17,"irrigated,rainfall",1272,83.06
547,elephant foot yam,Root&tuber,Rich red loamy soil,5.5,240,33.04,"irrigated,rainfall",1192,81.81
