,CROPS,SOIL,SOIL_PH,CROP_DURATION,WATERSOURCE,TEMP,WATER_REQUIRED,RELATIVE_HUMIDITY
3177,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",12.8,346.0,17.53
3178,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3179,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3180,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3181,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3182,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3183,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.1
3184,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.06,346.0,17.57
3185,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3186,panivaragu,sandy loam to clays of black cotton soils,6.6,71.0,"irrigated,rainfall",12.97,346.0,17.59
3187,panivaragu,sandy loam to clays of black cotton soils,5.9,70.0,"irrigated,rainfall",11.06,350.0,16.87
3188,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.14
3189,panivaragu,sandy loam to clays of black cotton soils,5.7,71.0,"irrigated,rainfall",10.64,350.0,16.07
3190,panivaragu,sandy loam to clays of black cotton soils,6.5,71.0,"irrigated,rainfall",12.17,348.0,17.41
3191,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3192,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3193,panivaragu,sandy loam to clays of black cotton soils,5.6,74.0,"irrigated,rainfall",10.14,350.0,15.18
3194,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.42,345.0,17.62
3195,panivaragu,sandy loam to clays of black cotton soils,6.6,71.0,"irrigated,rainfall",12.71,347.0,17.48
3196,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.13,345.0,17.66
3197,panivaragu,sandy loam to clays of black cotton soils,6.3,71.0,"irrigated,rainfall",10.83,349.0,17.49
3198,panivaragu,sandy loam to clays of black cotton soils,5.7,71.0,"irrigated,rainfall",10.57,350.0,16.79
3199,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3200,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.27,345.0,17.6
3201,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3202,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.4,345.0,17.65
3203,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3204,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3205,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3206,panivaragu,sandy loam to clays of black cotton soils,6.6,71.0,"irrigated,rainfall",12.21,347.0,17.63
3207,panivaragu,sandy loam to clays of black cotton soils,5.7,71.0,"irrigated,rainfall",10.45,350.0,16.34
3208,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3209,panivaragu,sandy loam to clays of black cotton soils,5.7,72.0,"irrigated,rainfall",10.24,350.0,16.97
3210,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3211,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3212,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.1
3213,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.37
3214,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3215,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.39,345.0,17.65
3216,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",12.75,347.0,17.49
3217,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.1
3218,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3219,panivaragu,sandy loam to clays of black cotton soils,6.6,71.0,"irrigated,rainfall",12.77,347.0,17.51
3220,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3221,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.1
3222,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.1
3223,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3224,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",12.97,346.0,17.55
3225,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3226,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.1
3227,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3228,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.11
3229,panivaragu,sandy loam to clays of black cotton soils,5.6,70.0,"irrigated,rainfall",10.33,350.0,15.87
3230,panivaragu,sandy loam to clays of black cotton soils,5.6,73.0,"irrigated,rainfall",10.15,350.0,16.76
3231,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3232,panivaragu,sandy loam to clays of black cotton soils,6.6,71.0,"irrigated,rainfall",12.26,348.0,17.41
3233,panivaragu,sandy loam to clays of black cotton soils,6.0,70.0,"irrigated,rainfall",11.21,349.0,16.96
3234,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3235,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3236,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.16,346.0,17.58
3237,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.1
3238,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3239,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3240,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3241,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3242,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.01,345.0,17.66
3243,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3244,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.3,345.0,17.62
3245,panivaragu,sandy loam to clays of black cotton soils,5.6,71.0,"irrigated,rainfall",10.17,350.0,16.26
3246,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3247,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3248,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3249,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",12.87,346.0,17.6
3250,panivaragu,sandy loam to clays of black cotton soils,6.6,71.0,"irrigated,rainfall",13.13,346.0,17.64
3251,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3252,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3253,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3254,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.1
3255,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.11
3256,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.1
3257,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3258,panivaragu,sandy loam to clays of black cotton soils,5.9,70.0,"irrigated,rainfall",10.69,350.0,16.59
3259,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3260,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3261,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3262,panivaragu,sandy loam to clays of black cotton soils,5.6,74.0,"irrigated,rainfall",10.14,350.0,15.67
3263,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3264,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.1
3265,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",12.93,345.0,17.66
3266,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3267,panivaragu,sandy loam to clays of black cotton soils,6.0,71.0,"irrigated,rainfall",11.2,349.0,17.01
3268,panivaragu,sandy loam to clays of black cotton soils,6.6,71.0,"irrigated,rainfall",11.2,348.0,17.65
3269,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3270,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3271,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.51,345.0,17.64
3272,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3273,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.1
3274,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3275,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3276,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.1
3277,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",12.85,345.0,17.67
3278,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.1
3279,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3280,panivaragu,sandy loam to clays of black cotton soils,6.4,71.0,"irrigated,rainfall",12.25,348.0,17.46
3281,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3282,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.1
3283,panivaragu,sandy loam to clays of black cotton soils,5.6,72.0,"irrigated,rainfall",10.25,350.0,16.56
3284,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",12.88,346.0,17.52
3285,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.1
3286,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.1
3287,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.14,345.0,17.64
3288,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3289,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3290,panivaragu,sandy loam to clays of black cotton soils,6.6,71.0,"irrigated,rainfall",11.59,348.0,17.57
3291,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.1
3292,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3293,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3294,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3295,panivaragu,sandy loam to clays of black cotton soils,5.6,70.0,"irrigated,rainfall",10.19,350.0,15.46
3296,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3297,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3298,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3299,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3300,panivaragu,sandy loam to clays of black cotton soils,5.6,71.0,"irrigated,rainfall",10.37,350.0,15.97
3301,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3302,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.1
3303,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3304,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.7,345.0,17.64
3305,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.93
3306,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.04,346.0,17.56
3307,panivaragu,sandy loam to clays of black cotton soils,5.6,72.0,"irrigated,rainfall",10.17,350.0,16.65
3308,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3309,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3310,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3311,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3312,panivaragu,sandy loam to clays of black cotton soils,6.2,71.0,"irrigated,rainfall",10.6,349.0,17.41
3313,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.1
3314,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.1
3315,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.69,345.0,17.65
3316,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.31
3317,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3318,panivaragu,sandy loam to clays of black cotton soils,5.6,71.0,"irrigated,rainfall",10.21,350.0,15.82
3319,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3320,panivaragu,sandy loam to clays of black cotton soils,6.4,71.0,"irrigated,rainfall",10.74,349.0,17.6
3321,panivaragu,sandy loam to clays of black cotton soils,5.6,74.0,"irrigated,rainfall",10.14,350.0,15.3
3322,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.33
3323,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3324,panivaragu,sandy loam to clays of black cotton soils,5.7,70.0,"irrigated,rainfall",10.67,350.0,16.45
3325,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3326,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.1
3327,panivaragu,sandy loam to clays of black cotton soils,6.3,71.0,"irrigated,rainfall",10.85,349.0,17.34
3328,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.1
3329,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.4,345.0,17.64
3330,panivaragu,sandy loam to clays of black cotton soils,6.6,71.0,"irrigated,rainfall",11.75,347.0,17.68
3331,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3332,panivaragu,sandy loam to clays of black cotton soils,5.6,70.0,"irrigated,rainfall",10.39,350.0,16.05
3333,panivaragu,sandy loam to clays of black cotton soils,5.6,71.0,"irrigated,rainfall",10.23,350.0,15.44
3334,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.45,345.0,17.65
3335,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3336,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3337,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.34,345.0,17.63
3338,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3339,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3340,panivaragu,sandy loam to clays of black cotton soils,6.1,71.0,"irrigated,rainfall",11.39,349.0,17.06
3341,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",12.88,345.0,17.68
3342,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3343,panivaragu,sandy loam to clays of black cotton soils,6.0,70.0,"irrigated,rainfall",11.1,350.0,16.82
3344,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.55,345.0,17.66
3345,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.1
3346,panivaragu,sandy loam to clays of black cotton soils,6.1,70.0,"irrigated,rainfall",11.31,349.0,17.09
3347,panivaragu,sandy loam to clays of black cotton soils,6.4,71.0,"irrigated,rainfall",12.25,348.0,17.4
3348,panivaragu,sandy loam to clays of black cotton soils,5.9,70.0,"irrigated,rainfall",10.8,350.0,16.7
3349,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3350,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3351,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3352,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3353,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3354,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3355,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3356,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3357,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3358,panivaragu,sandy loam to clays of black cotton soils,6.1,70.0,"irrigated,rainfall",11.46,349.0,17.09
3359,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3360,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3361,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3362,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.52,345.0,17.66
3363,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.1
3364,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3365,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3366,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3367,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3368,panivaragu,sandy loam to clays of black cotton soils,6.5,71.0,"irrigated,rainfall",11.97,348.0,17.33
3369,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3370,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3371,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3372,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3373,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3374,panivaragu,sandy loam to clays of black cotton soils,5.8,71.0,"irrigated,rainfall",11.04,350.0,16.87
3375,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.34,345.0,17.66
3376,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3377,panivaragu,sandy loam to clays of black cotton soils,5.6,72.0,"irrigated,rainfall",10.16,350.0,16.94
3378,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.62,345.0,17.64
3379,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.71,345.0,17.65
3380,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.11
3381,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.1
3382,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.1
3383,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.62,345.0,17.66
3384,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3385,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3386,panivaragu,sandy loam to clays of black cotton soils,5.7,71.0,"irrigated,rainfall",10.62,350.0,16.3
3387,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.15
3388,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",12.45,346.0,17.67
3389,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3390,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3391,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3392,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.1
3393,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3394,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.1
3395,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.3,345.0,17.62
3396,panivaragu,sandy loam to clays of black cotton soils,6.6,71.0,"irrigated,rainfall",12.75,346.0,17.63
3397,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.1
3398,panivaragu,sandy loam to clays of black cotton soils,5.8,72.0,"irrigated,rainfall",10.25,350.0,17.19
3399,panivaragu,sandy loam to clays of black cotton soils,5.6,74.0,"irrigated,rainfall",10.15,350.0,16.2
3400,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3401,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3402,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3403,panivaragu,sandy loam to clays of black cotton soils,5.8,71.0,"irrigated,rainfall",10.98,350.0,16.76
3404,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.3
3405,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3406,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3407,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3408,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3409,panivaragu,sandy loam to clays of black cotton soils,6.6,71.0,"irrigated,rainfall",12.53,347.0,17.46
3410,panivaragu,sandy loam to clays of black cotton soils,6.5,71.0,"irrigated,rainfall",12.58,347.0,17.54
3411,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3412,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3413,panivaragu,sandy loam to clays of black cotton soils,6.6,71.0,"irrigated,rainfall",12.3,347.0,17.57
3414,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3415,panivaragu,sandy loam to clays of black cotton soils,5.6,74.0,"irrigated,rainfall",10.15,350.0,16.54
3416,panivaragu,sandy loam to clays of black cotton soils,6.4,71.0,"irrigated,rainfall",12.12,348.0,17.35
3417,panivaragu,sandy loam to clays of black cotton soils,6.6,71.0,"irrigated,rainfall",12.84,346.0,17.52
3418,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.03,345.0,17.67
3419,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3420,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3421,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3422,panivaragu,sandy loam to clays of black cotton soils,5.6,70.0,"irrigated,rainfall",10.16,350.0,15.26
3423,panivaragu,sandy loam to clays of black cotton soils,6.7,71.0,"irrigated,rainfall",13.72,345.0,17.64
3424,panivaragu,sandy loam to clays of black cotton soils,5.6,75.0,"irrigated,rainfall",10.14,350.0,15.22
