,CROPS,TYPE_OF_CROP,SOIL,SEASON,SOWN,HARVESTED,SOIL_PH,CROP_DURATION,WATERSOURCE,TEMP,WATER_REQUIRED,RELATIVE_HUMIDITY
188,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,kharif,Jun-Jul,Sep-Oct,6.7,149.0,"irrigated,rainfall",37.61,536.0,65.0
189,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,kharif,Jun-Jul,Sep-Oct,6.7,149.0,"irrigated,rainfall",37.61,538.0,65.0
190,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,8.0,95.0,"irrigated,rainfall",21.65,372.0,91.06
191,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.9,95.0,"irrigated,rainfall",21.76,373.0,90.09
192,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.9,95.0,"irrigated,rainfall",21.64,373.0,91.03
193,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.9,95.0,"irrigated,rainfall",21.74,372.0,91.0
194,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.9,95.0,"irrigated,rainfall",21.66,373.0,90.94
195,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.9,95.0,"irrigated,rainfall",22.62,373.0,90.88
196,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.9,95.0,"irrigated,rainfall",22.12,373.0,89.92
197,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.9,95.0,"irrigated,rainfall",21.59,372.0,90.73
198,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.9,95.0,"irrigated,rainfall",22.2,373.0,90.42
199,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.8,95.0,"irrigated,rainfall",21.84,374.0,90.46
200,gingely,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.2,90.0,"irrigated,rainfall",34.09,356.0,92.8
201,gingely,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.3,90.0,"irrigated,rainfall",34.14,356.0,93.41
202,gingely,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.2,90.0,"irrigated,rainfall",34.07,356.0,93.3
203,gingely,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.3,90.0,"irrigated,rainfall",34.16,355.0,94.05
204,gingely,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.2,90.0,"irrigated,rainfall",34.05,356.0,93.45
205,gingely,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.2,90.0,"irrigated,rainfall",33.99,356.0,92.27
206,gingely,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.3,90.0,"irrigated,rainfall",34.18,356.0,94.2
207,gingely,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.2,90.0,"irrigated,rainfall",34.03,356.0,92.3
208,gingely,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.3,90.0,"irrigated,rainfall",34.09,356.0,92.71
209,gingely,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.3,90.0,"irrigated,rainfall",34.12,356.0,93.28
210,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,8.2,145.0,"irrigated,rainfall",25.47,500.0,86.82
211,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,8.3,150.0,"irrigated,rainfall",25.47,500.0,88.25
212,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,8.3,146.0,"irrigated,rainfall",25.48,500.0,85.62
213,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,8.2,148.0,"irrigated,rainfall",25.46,500.0,87.25
214,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,8.2,147.0,"irrigated,rainfall",25.46,500.0,87.93
215,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,8.3,145.0,"irrigated,rainfall",25.47,500.0,85.89
216,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,8.2,148.0,"irrigated,rainfall",25.47,500.0,86.6
217,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,8.3,149.0,"irrigated,rainfall",25.48,500.0,88.32
218,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,8.2,148.0,"irrigated,rainfall",25.46,500.0,87.0
219,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,8.3,150.0,"irrigated,rainfall",25.47,500.0,85.42
220,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.7,137.0,"irrigated,rainfall",22.11,750.0,83.35
221,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.7,137.0,"irrigated,rainfall",22.07,745.0,83.37
222,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.7,137.0,"irrigated,rainfall",22.08,760.0,83.34
223,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.7,137.0,"irrigated,rainfall",22.15,745.0,83.34
224,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.7,138.0,"irrigated,rainfall",22.13,754.0,83.36
225,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.7,138.0,"irrigated,rainfall",22.07,742.0,83.37
226,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.7,138.0,"irrigated,rainfall",22.06,747.0,83.37
227,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.7,137.0,"irrigated,rainfall",22.05,745.0,83.38
228,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.7,137.0,"irrigated,rainfall",22.06,740.0,83.37
229,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.7,138.0,"irrigated,rainfall",22.09,746.0,83.37
230,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.2,128.0,"irrigated,rainfall",26.45,1228.0,87.13
231,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.2,128.0,"irrigated,rainfall",26.36,1234.0,86.6
232,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.2,128.0,"irrigated,rainfall",26.46,1217.0,87.51
233,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.2,128.0,"irrigated,rainfall",26.39,1219.0,88.24
234,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.2,128.0,"irrigated,rainfall",26.33,1242.0,88.16
235,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.2,128.0,"irrigated,rainfall",26.34,1247.0,88.18
236,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.2,128.0,"irrigated,rainfall",26.49,1225.0,88.4
237,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.2,128.0,"irrigated,rainfall",26.44,1227.0,87.38
238,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.2,128.0,"irrigated,rainfall",26.51,1203.0,87.3
239,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.2,128.0,"irrigated,rainfall",26.33,1210.0,87.99
240,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.6,329.0,irrigated,24.24,2425.0,77.18
241,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.6,329.0,irrigated,24.53,2450.0,77.0
242,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.6,330.0,irrigated,23.73,2410.0,76.89
243,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.6,330.0,irrigated,23.37,2459.0,77.48
244,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.6,330.0,irrigated,23.47,2447.0,77.6
245,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.6,330.0,irrigated,23.52,2453.0,77.7
246,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.6,330.0,irrigated,24.15,2446.0,77.56
247,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.6,330.0,irrigated,24.51,2463.0,77.78
248,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.6,329.0,irrigated,24.59,2434.0,77.43
249,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.6,330.0,irrigated,25.13,2439.0,77.49
250,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,6.2,179.0,irrigated,23.15,779.0,66.45
251,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,6.3,179.0,irrigated,23.06,777.0,66.75
252,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,6.2,179.0,irrigated,23.23,780.0,66.31
253,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,6.3,179.0,irrigated,23.21,780.0,66.35
254,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,6.4,179.0,irrigated,23.12,778.0,66.4
255,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,6.4,179.0,irrigated,23.03,778.0,66.43
256,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,6.2,179.0,irrigated,23.16,779.0,66.36
257,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,6.4,179.0,irrigated,23.16,778.0,66.34
258,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,6.5,179.0,irrigated,22.9,778.0,66.5
259,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,6.2,179.0,irrigated,23.12,779.0,66.35
260,tomato,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,7.3,136.0,"irrigated,rainfall",18.98,792.0,80.21
261,tomato,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,7.3,136.0,"irrigated,rainfall",19.01,793.0,80.49
262,tomato,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,7.1,135.0,"irrigated,rainfall",19.01,792.0,80.25
263,tomato,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,7.2,135.0,"irrigated,rainfall",18.99,793.0,79.65
264,tomato,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,7.2,135.0,"irrigated,rainfall",18.99,793.0,79.71
265,tomato,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,7.2,136.0,"irrigated,rainfall",18.98,792.0,79.78
266,tomato,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,7.2,135.0,"irrigated,rainfall",19.1,791.0,80.02
267,tomato,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,7.1,135.0,"irrigated,rainfall",19.0,792.0,79.83
268,tomato,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,7.2,136.0,"irrigated,rainfall",18.97,793.0,80.17
269,tomato,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,7.2,136.0,"irrigated,rainfall",19.0,792.0,80.44
270,onion,vegetables, Any Loamy,Zaid,Mar-Jul,Mar-Jul,5.8,102.0,"irrigated,rainfall",24.41,534.0,83.96
271,onion,vegetables, Any Loamy,Zaid,Mar-Jul,Mar-Jul,5.8,102.0,"irrigated,rainfall",24.64,535.0,83.97
272,onion,vegetables, Any Loamy,Zaid,Mar-Jul,Mar-Jul,5.8,102.0,"irrigated,rainfall",24.44,534.0,83.96
273,onion,vegetables, Any Loamy,Zaid,Mar-Jul,Mar-Jul,5.8,102.0,"irrigated,rainfall",24.82,536.0,84.0
274,onion,vegetables, Any Loamy,Zaid,Mar-Jul,Mar-Jul,5.8,102.0,"irrigated,rainfall",24.44,534.0,83.97
275,onion,vegetables, Any Loamy,Zaid,Mar-Jul,Mar-Jul,5.8,103.0,"irrigated,rainfall",24.61,533.0,83.94
276,onion,vegetables, Any Loamy,Zaid,Mar-Jul,Mar-Jul,5.8,103.0,"irrigated,rainfall",24.43,534.0,83.95
277,onion,vegetables, Any Loamy,Zaid,Mar-Jul,Mar-Jul,5.8,102.0,"irrigated,rainfall",24.72,535.0,83.99
278,onion,vegetables, Any Loamy,Zaid,Mar-Jul,Mar-Jul,5.8,102.0,"irrigated,rainfall",24.24,534.0,83.97
279,onion,vegetables, Any Loamy,Zaid,Mar-Jul,Mar-Jul,5.8,102.0,"irrigated,rainfall",24.67,535.0,84.0
280,chillies,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.7,120.0,"irrigated,rainfall",28.98,500.0,82.32
281,chillies,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.7,120.0,"irrigated,rainfall",28.75,500.0,81.9
282,chillies,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.7,120.0,"irrigated,rainfall",28.95,500.0,82.26
283,chillies,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.6,120.0,"irrigated,rainfall",28.87,500.0,81.82
284,chillies,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.7,120.0,"irrigated,rainfall",28.77,500.0,81.97
285,chillies,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.7,120.0,"irrigated,rainfall",28.91,500.0,81.99
286,chillies,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.7,120.0,"irrigated,rainfall",28.97,500.0,82.28
287,chillies,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.7,120.0,"irrigated,rainfall",28.77,500.0,82.22
288,chillies,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.7,120.0,"irrigated,rainfall",28.97,500.0,82.14
289,chillies,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.7,120.0,"irrigated,rainfall",28.84,500.0,81.92
290,Cabbage,colecrops,LoamySandy,Zaid,Mar-Jul,Mar-Jul,6.3,110.0,irrigated,25.35,499.0,90.51
291,Cabbage,colecrops,LoamySandy,Zaid,Mar-Jul,Mar-Jul,6.3,110.0,irrigated,25.35,500.0,90.53
292,Cabbage,colecrops,LoamySandy,Zaid,Mar-Jul,Mar-Jul,6.3,110.0,irrigated,25.32,499.0,90.54
293,Cabbage,colecrops,LoamySandy,Zaid,Mar-Jul,Mar-Jul,6.3,109.0,irrigated,25.4,500.0,90.49
294,Cabbage,colecrops,LoamySandy,Zaid,Mar-Jul,Mar-Jul,6.3,110.0,irrigated,25.29,498.0,90.6
295,Cabbage,colecrops,LoamySandy,Zaid,Mar-Jul,Mar-Jul,6.3,110.0,irrigated,25.31,499.0,90.54
296,Cabbage,colecrops,LoamySandy,Zaid,Mar-Jul,Mar-Jul,6.3,110.0,irrigated,25.36,498.0,90.54
297,Cabbage,colecrops,LoamySandy,Zaid,Mar-Jul,Mar-Jul,6.3,110.0,irrigated,25.29,499.0,90.55
298,Cabbage,colecrops,LoamySandy,Zaid,Mar-Jul,Mar-Jul,6.3,110.0,irrigated,25.34,499.0,90.5
299,Cabbage,colecrops,LoamySandy,Zaid,Mar-Jul,Mar-Jul,6.3,111.0,irrigated,25.3,497.0,90.64
300,bhendi,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.7,65.0,"irrigated,rainfall",25.01,1899.0,97.52
301,bhendi,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.7,65.0,"irrigated,rainfall",24.97,1814.0,97.85
302,bhendi,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.7,65.0,"irrigated,rainfall",24.89,1944.0,97.98
303,bhendi,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.7,65.0,"irrigated,rainfall",24.92,1965.0,97.74
304,bhendi,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.7,65.0,"irrigated,rainfall",24.94,1976.0,98.21
305,bhendi,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.7,65.0,"irrigated,rainfall",24.95,1936.0,97.65
306,bhendi,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.7,65.0,"irrigated,rainfall",24.99,1844.0,98.35
307,bhendi,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.7,65.0,"irrigated,rainfall",24.91,1910.0,97.99
308,bhendi,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.7,65.0,"irrigated,rainfall",25.08,1803.0,97.6
309,bhendi,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.7,65.0,"irrigated,rainfall",24.94,1906.0,98.33
310,brinjal,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.9,148.0,"irrigated,rainfall",20.47,1155.0,90.0
311,brinjal,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,7.0,148.0,"irrigated,rainfall",20.38,1154.0,90.0
312,brinjal,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,7.1,148.0,"irrigated,rainfall",20.47,1155.0,90.0
313,brinjal,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,7.0,148.0,"irrigated,rainfall",20.57,1154.0,90.0
314,brinjal,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,7.1,148.0,"irrigated,rainfall",20.36,1156.0,90.0
315,brinjal,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,7.0,149.0,"irrigated,rainfall",20.33,1157.0,90.0
316,brinjal,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,7.1,149.0,"irrigated,rainfall",20.38,1156.0,90.0
317,brinjal,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,7.1,149.0,"irrigated,rainfall",20.26,1158.0,90.0
318,brinjal,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,7.1,148.0,"irrigated,rainfall",20.36,1155.0,90.0
319,brinjal,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,7.1,148.0,"irrigated,rainfall",20.32,1155.0,90.0
320,capsicum,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.7,60.0,irrigated,17.49,681.0,94.52
321,capsicum,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.6,60.0,irrigated,18.1,724.0,94.32
322,capsicum,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.6,60.0,irrigated,18.46,668.0,94.42
323,capsicum,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.6,60.0,irrigated,18.41,813.0,94.38
324,capsicum,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.7,60.0,irrigated,19.9,682.0,94.44
325,capsicum,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.7,60.0,irrigated,19.47,696.0,94.45
326,capsicum,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.7,60.0,irrigated,18.74,736.0,94.4
327,capsicum,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.6,60.0,irrigated,18.17,680.0,94.45
328,capsicum,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.6,60.0,irrigated,19.45,711.0,94.36
329,capsicum,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.6,60.0,irrigated,18.77,726.0,94.36
330,pumpkin,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.1,115.0,"irrigated,rainfall",26.17,1188.0,63.89
331,pumpkin,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.1,115.0,"irrigated,rainfall",26.2,1188.0,63.9
332,pumpkin,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.1,115.0,"irrigated,rainfall",26.17,1195.0,63.76
333,pumpkin,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.1,115.0,"irrigated,rainfall",25.97,1194.0,63.95
334,pumpkin,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.1,115.0,"irrigated,rainfall",26.24,1193.0,63.63
335,pumpkin,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.1,115.0,"irrigated,rainfall",26.23,1192.0,64.68
336,pumpkin,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.1,115.0,"irrigated,rainfall",26.16,1195.0,63.98
337,pumpkin,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.1,115.0,"irrigated,rainfall",26.12,1196.0,63.53
338,pumpkin,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.1,115.0,"irrigated,rainfall",26.06,1196.0,63.92
339,pumpkin,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.1,115.0,"irrigated,rainfall",25.92,1194.0,64.1
340,snake gourd,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.6,90.0,"irrigated,rainfall",25.14,964.0,89.21
341,snake gourd,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.6,90.0,"irrigated,rainfall",25.53,976.0,89.22
342,snake gourd,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.6,90.0,"irrigated,rainfall",25.63,945.0,89.25
343,snake gourd,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.6,90.0,"irrigated,rainfall",25.9,960.0,89.29
344,snake gourd,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.6,90.0,"irrigated,rainfall",25.51,973.0,89.25
345,snake gourd,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.6,90.0,"irrigated,rainfall",25.78,979.0,89.26
346,snake gourd,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.6,90.0,"irrigated,rainfall",25.78,968.0,89.27
347,snake gourd,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.6,90.0,"irrigated,rainfall",25.63,991.0,89.26
348,snake gourd,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.6,90.0,"irrigated,rainfall",25.63,993.0,89.26
349,snake gourd,vegetables,Loamy soil/ Lateritic soil,Zaid,Mar-Jul,Mar-Jul,6.6,90.0,"irrigated,rainfall",25.41,996.0,89.24
350,ribbed gourd,vegetables,Sandy Loam,Zaid,Mar-Jul,Mar-Jul,7.5,125.0,"irrigated,rainfall",26.34,1156.0,84.09
351,ribbed gourd,vegetables,Sandy Loam,Zaid,Mar-Jul,Mar-Jul,7.5,125.0,"irrigated,rainfall",26.34,1157.0,84.1
352,ribbed gourd,vegetables,Sandy Loam,Zaid,Mar-Jul,Mar-Jul,7.5,125.0,"irrigated,rainfall",26.36,1154.0,84.04
353,ribbed gourd,vegetables,Sandy Loam,Zaid,Mar-Jul,Mar-Jul,7.5,125.0,"irrigated,rainfall",26.41,1154.0,84.07
354,ribbed gourd,vegetables,Sandy Loam,Zaid,Mar-Jul,Mar-Jul,7.5,125.0,"irrigated,rainfall",26.42,1153.0,84.03
355,ribbed gourd,vegetables,Sandy Loam,Zaid,Mar-Jul,Mar-Jul,7.5,125.0,"irrigated,rainfall",26.36,1157.0,84.1
356,ribbed gourd,vegetables,Sandy Loam,Zaid,Mar-Jul,Mar-Jul,7.5,125.0,"irrigated,rainfall",26.43,1151.0,84.05
357,ribbed gourd,vegetables,Sandy Loam,Zaid,Mar-Jul,Mar-Jul,7.5,125.0,"irrigated,rainfall",26.35,1153.0,84.08
358,ribbed gourd,vegetables,Sandy Loam,Zaid,Mar-Jul,Mar-Jul,7.5,125.0,"irrigated,rainfall",26.34,1153.0,84.08
359,ribbed gourd,vegetables,Sandy Loam,Zaid,Mar-Jul,Mar-Jul,7.5,125.0,"irrigated,rainfall",26.34,1155.0,84.08
360,bottle gourd,vegetables,Sandy loam,Zaid,Mar-Jul,Mar-Jul,6.7,120.0,"irrigated,rainfall",25.36,1165.0,75.68
